,unique_id,current_price,predicted_price,pricing,Mouth,Background,Fur,Clothes,Eyes,Hat,Earring,image_url,contract_address,collection_name,timestamp
351,BoredApeYachtClub3738,95.01,92.82,overpriced,Grin Diamond Grill,Orange,Pink,Stunt Jacket,Angry,,,https://lh3.googleusercontent.com/9ni9dHB3meut3__PhuBkbtPwcoMUvkr4amjm6VhwnGUYbzRlv_V9clR5TtagfQqX-AmIezwaKOC8BctoCW76ES9OSsKBCeTvGZcGZwQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:31.780722
352,BoredApeYachtClub3740,85.01,92.95840000000001,underpriced,Grin Multicolored,Orange,Blue,Biker Vest,Cyborg,Safari,Silver Stud,https://lh3.googleusercontent.com/VrsplkWxN-lzGbq9jmCgs2cY4_WW4ZNEYXkjR0fJHDg-VM-2SeXm3wGQtAlHAsjfH31F0ilfTng7G4AxXOKz0aabamMifLTXrEefBtQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:35.097521
353,BoredApeYachtClub3743,888.0,214.14950000000005,overpriced,Bored,Purple,Dark Brown,,Bored,Laurel Wreath,,https://lh3.googleusercontent.com/y-eDPWT5iB1xHgqMCLBtefYLus8CbwYIhV77GbSTSdAzY1wj6uDzlwUaSIdJocQT1YYH2yVnv0GBfk3zAguBhdQ_Ri1sTcFgqLZ81Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:39.927784
354,BoredApeYachtClub3745,73.12,115.05799999999999,underpriced,Phoneme Wah,Gray,Black,Prom Dress,Angry,,Silver Hoop,https://lh3.googleusercontent.com/Y_R3mZm2OC174ekbmWGTevJaym2RbUC3IH9t8fGTvMw6f7_vZt3mj19jlSfZd8_68kRureAOGITwIM_W8-Aduz5PPn-Ftrhh6wKggw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:43.278040
355,BoredApeYachtClub3747,72.51,199.11250000000004,underpriced,Bored Unshaven Cigarette,Aquamarine,Blue,Leather Jacket,Hypnotized,Horns,Silver Hoop,https://lh3.googleusercontent.com/IImuNi0a7LFskyspr0Xek5Lh4YX3jLlj2gxbridTdKmLTVCbWRh8y4iiyYM9CVU_5lI_vdhiIUNVWwpkTU3cRlNHKuxIXm34JOaMtVk,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:46.588566
356,BoredApeYachtClub3748,110.0,102.40299999999999,overpriced,Bored Cigar,Orange,Robot,Blue Dress,Wide Eyed,Bowler,Gold Stud,https://lh3.googleusercontent.com/TOequ2jURe2mYPLqrg456gUfjBWA1TlPrhBLwa2g60aT_6bnv6uWOAtp4cJuVIGTQDwuiTXxH5FF9QDWvuHmZiT5oZZ0c82daJpb,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:48.319170
357,BoredApeYachtClub3749,115.01,108.165,overpriced,Small Grin,Yellow,Solid Gold,Black T,Laser Eyes,Sea Captain's Hat,,https://lh3.googleusercontent.com/grHHS7VLjgmEDagQ7nBar0sFHb0c-BP7v_w_R8aJVpaMrCzk-Yd_CCp3cO9PFlzuDBc_NPLyaZwJpS_Fvz-mHPdl2hs4ukP0e334vw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:49.974772
358,BoredApeYachtClub3752,73.12,78.19099999999996,underpriced,Phoneme  ooo,Yellow,Gray,Stunt Jacket,Robot,Girl's Hair Pink,,https://lh3.googleusercontent.com/UNkOrR9Rd0SCdrOWBYhu-VuAleg6dl4TgJ0VbjQvGxSUgBPU3UEZqD_mqBDp8ktAblc3jXno8rVIb_bU7bUJceC8mXwtEGNH5ayERQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:54.700447
359,BoredApeYachtClub3755,125.01,116.6125,overpriced,Grin,Blue,Golden Brown,Work Vest,Sad,King's Crown,,https://lh3.googleusercontent.com/mHB_UkRg5UoXIIAFTWNbHGXbHNmI5OCN_XBAsG_0s8Vcxm_OFoUkHpnae2nmL5IngNu5HQqgum5jNNUlkA6Sxq8vnhk5tYHpxGN38w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:00:59.566191
360,BoredApeYachtClub3756,85.01,137.02050000000008,underpriced,Grin Multicolored,New Punk Blue,Trippy,Leather Jacket,Bored,S&m Hat,Gold Stud,https://lh3.googleusercontent.com/miasZulGIGFGdCutfclQeq6j9hvvMZYYrCuJNiu1pJowv-SRUUgVA5BNpMhn0JFtXcyOkikc97RgkTuQNSBp7k8I7xHuoYJrBdb-N2g,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:01.615031
361,BoredApeYachtClub3758,420.0,106.69800000000001,overpriced,Bored Unshaven,New Punk Blue,Cream,Sailor Shirt,Closed,Bunny Ears,,https://lh3.googleusercontent.com/gR-xAP4VoNLZRk7SUe3Qtx2yi4Dh5YP8ymCA12soID4x7GnoPHFOidmeoEsWNkcryw80Gv4BRG-u2z5rEFGe1xyW1mUM94ghbzS6,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:04.792802
362,BoredApeYachtClub3759,73.12,165.7079999999999,underpriced,Jovial,Yellow,Pink,Navy Striped Tee,Coins,Horns,Silver Hoop,https://lh3.googleusercontent.com/AvlkFvyLklbduLS42wyt5TMU1a2yLMtIEfxMUdCHjoV-G07uQsUIp2wGA0HXnqN3MTCtEYMspUhBzoRjPyy-rUUgIabFQRlQBw-o9Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:06.439242
363,BoredApeYachtClub3771,95.01,89.2875,overpriced,Grin Diamond Grill,Purple,Gray,Bandolier,Holographic,,,https://lh3.googleusercontent.com/2yE1yUf_hO1E_55EzRA18SDxvj7ZF9MrqS_KNdfhxg__LLQuF3qkvLtzsdIDQTU4el2pvr9aq-pAe-d6tyyCJp3m-raJs9ecL6f2ujs,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:25.936854
364,BoredApeYachtClub3773,125.01,121.52550000000001,overpriced,Bored,New Punk Blue,Pink,Wool Turtleneck,Bloodshot,King's Crown,Gold Stud,https://lh3.googleusercontent.com/a-QailAku1ujxsqye1YxxT_tvrcz7WDBX5pr2xvaAsT58gD0QFxQXaufj6SIrRlmr0feA4cvQnQCCtCWtVzBMa-KpIJYloJmSC6TLg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:29.250985
365,BoredApeYachtClub3778,95.0,93.67549999999999,overpriced,Small Grin,Aquamarine,Cheetah,Pimp Coat,Bored,,,https://lh3.googleusercontent.com/VYL3dhPSqeevW14z-3IfacMcbwa499nlXcvvlW4TLRdgBlcuUpi96wAfVUlSlY2iawTZfA0NrLkfUqjfkm9QAXyVREJOsYoCGZvdWA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:36.897968
366,BoredApeYachtClub3781,139.0,157.044,underpriced,Bored Unshaven,New Punk Blue,Cheetah,,3d,Irish Boho,Silver Hoop,https://lh3.googleusercontent.com/MSAyoHo-7UUK4DNlWZ3wLh4WCYOQok5dgFPaSNB9Ws5gQq-06N_FZR4tNsPwAbunZUIysKgxtYZIz-u9nERH8X0dqjnIh3sOOHRl0Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:41.720822
367,BoredApeYachtClub3782,73.12,119.41399999999994,underpriced,Jovial,Yellow,Dmt,Rainbow Suspenders,Sunglasses,Safari,,https://lh3.googleusercontent.com/J91g4rpdNwblfzpE2LKsqOqifDLkptwKRPFYfoIdR39wNh5LSHe9c2bvu6-mi-rfaDBqhibdety8sRaVebhISm6bnfFi8u-I2KkN,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:43.349199
368,BoredApeYachtClub3783,222.0,176.8245,overpriced,Bored Pizza,Gray,Cream,Smoking Jacket,Bored,S&m Hat,,https://lh3.googleusercontent.com/MpP1Fr_VPO6b5YBFRgfDcFCkd9C-Ghcgc3nXOD-tctSs_RR6-IH9lJQKgTaSMrnJN59CSpKZ_3FHz6CDP7Kzu0fPM52JBL9ohOUW2QU,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:44.986141
369,BoredApeYachtClub3788,127.0,120.242,overpriced,Bored,Aquamarine,Robot,Sailor Shirt,Scumbag,Beanie,,https://lh3.googleusercontent.com/RSO5XVceYPTXUQSofnPLe25m74cjbxhS_AN16IT-rNaC6jzi79t1jjr9k3Y_jgHu-cruKf6YXqt-wZ2Ybxwr3W-Nxzg4LwhM-DAS,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:52.782427
370,BoredApeYachtClub3792,73.12,82.97449999999999,underpriced,Bored,Aquamarine,Tan,Sleeveless T,X Eyes,Bayc Hat Black,Silver Hoop,https://lh3.googleusercontent.com/VBENGm99GWXnJuGFXGh99lynvRq__TB4OksI230Fo4yeF0sdI-ZeCHfLMgWUADOz3-ZTz6CXmWNs06OdvbaLS85qjq4gr9v2wu1P,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:01:59.027010
371,BoredApeYachtClub3798,90.0,271.72999999999996,underpriced,Bored Cigarette,Aquamarine,Pink,Biker Vest,Robot,Bayc Hat Black,Gold Hoop,https://lh3.googleusercontent.com/kPKmPGeAw6AapcyzhybRIrE2K8QZt8ZqFeggdiBbyHPBCXRHM1bccOcsI9aZxBvZ-cuqOwJw0zSQSEhDdxOQhcG242v8SXBE2mIZ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:08.359897
372,BoredApeYachtClub3799,73.12,75.55850000000001,underpriced,Grin,New Punk Blue,Pink,Kings Robe,Scumbag,Cowboy Hat,,https://lh3.googleusercontent.com/LCwB5ZmUeNJlrcp1DPZV1eM3vkIwxFephDUilplf0l2pp52ScAQUbWKhFeoNWkUJDOsYBTweDvLTMQg1OtQTlCdUfuyQxxawBoipaQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:09.914515
373,BoredApeYachtClub3804,320.0,262.54049999999995,overpriced,Bored Cigarette,Orange,Dmt,,Heart,,,https://lh3.googleusercontent.com/z-2d3NfUJTMjLX-IzFSvveRF-sir3Gc6zlfLiQbfq1maiDFZfYDFk5W24dyySFUcbOSpq-zSPnygZgasBHAELqdf6LLFnnSqnOxQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:17.664993
374,BoredApeYachtClub3806,95.0,105.11950000000002,underpriced,Dumbfounded,New Punk Blue,Cream,Sailor Shirt,Bored,Baby's Bonnet,,https://lh3.googleusercontent.com/Zyq31yM3k9JSUJ6TVFF-hdPBKT-7kPummJZRXegPpjhwFewcJzavcJ_lnbsQy19K5hLTSLrt2UfRcYWyozi53_hx2WKUDmGlFYdUNaU,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:20.787030
375,BoredApeYachtClub3808,72.51,82.29650000000001,underpriced,Phoneme Vuh,Orange,Pink,Tanktop,Wide Eyed,Fez,Gold Hoop,https://lh3.googleusercontent.com/0gm84v32udJXyfQNjGP4t07Y9cJ-UjqkVJMTgdRbRZjNpo7HHWKWLMyG3ltvgJqWoDyVmK4LLRCWLIFcCDriDU5zbtGOVNqmi84H1Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:23.996114
376,BoredApeYachtClub3810,111.0,107.90799999999999,overpriced,Bored Unshaven Cigar,Purple,Tan,Sailor Shirt,Bored,Girl's Hair Pink,,https://lh3.googleusercontent.com/fx07L2T4dhZHGv9h3utCpDh02p5H332EMfFiR6lk4Fr5QsKhxMz4U8KM5Za32_e6N1ovphcCt7ZG9dyZ6desDBwBIJCxN6xo70QT_xc,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:26.919539
377,BoredApeYachtClub3811,233.0,179.83100000000002,overpriced,Bored Unshaven,Purple,Dark Brown,Prison Jumpsuit,Sleepy,Sea Captain's Hat,,https://lh3.googleusercontent.com/H4j5af7flP_GQGTDqRuOwlKJ0nthH0Y7YBZU6ACwDEetnJ6FUaMpmakGjqwyHwKpOLF54uq3iR_mMKmcPPI8LOk2efFFrL2apJHw3w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:28.628260
378,BoredApeYachtClub3812,73.12,87.63449999999997,underpriced,Phoneme Oh,Gray,Dark Brown,Rainbow Suspenders,Bored,Safari,Silver Hoop,https://lh3.googleusercontent.com/gzH7j0GKo_6iEcOWOck5uI9cQzzujssHWdRTl69c9Ugvv8WApNFdkcu46SwX8LKt28IKgW9-2uto68HQSsdzMuni9RCvscP9raLRIg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:30.176363
379,BoredApeYachtClub3813,90.01,192.32623769555997,underpriced,Bored Unshaven,Orange,Brown,Space Suit,Bored,Commie Hat,,https://lh3.googleusercontent.com/ZSlsjIO4CiynVE9OhVej6PnRoeMu3ITFzmCqyNRmqSYtzRxEeycP-mjnzW3LJB6tyfZTsUamxKQUD-P4rERUU6oupd0Xtzi554ilcZw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:31.899908
380,BoredApeYachtClub3814,73.12,77.66699999999999,underpriced,Bored Party Horn,New Punk Blue,Blue,Prom Dress,Bloodshot,,,https://lh3.googleusercontent.com/2V7MIgYtRZc9NTJrpX8vl_ggjZKee3lstpYdXZWAjHKj-BJO2i4VGyGvllIRa9E81I4bKBmOiJn0OHxoZbIWLpffrt9sap_EpmfCMA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:33.572729
381,BoredApeYachtClub3817,121.0,110.1685,overpriced,Bored,Gray,Pink,Smoking Jacket,Heart,Fez,,https://lh3.googleusercontent.com/a29chjHv82g4Z8599Mr8Zi8R9NT9AdGPzUICck_wqeu3nyLz0p4wXmGoP1auYGI8Xv_50UwBkJALW_1hQWE9ZroAn0uerzU8HyYDK2I,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:38.389738
382,BoredApeYachtClub3824,190.0,170.07399999999998,overpriced,Dumbfounded,Gray,Black,Sleeveless T,Cyborg,Short Mohawk,Gold Stud,https://lh3.googleusercontent.com/jzMkqtLgzir4ZP24MSGPYPlgOUtfsj6CSt8CPSwME6ZJEs8dxQg79U6AkboMpT_7Vhdu2_WeJs6aNa_sI6UZG5RAtXKv84vR0MvCoyg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:49.049707
383,BoredApeYachtClub3825,72.51,91.0685,underpriced,Bored,New Punk Blue,Black,Tuxedo Tee,Bored,,Diamond Stud,https://lh3.googleusercontent.com/B6Yjw0d3f8x99NYNa3B91HxEaF03A0qzk67bui89YHIRa0X3LxkDSJIN3jmQ7R7sgbAQwFIwG3rGL2RNzxEvBGRAcc2lpD8vB5-8UQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:02:50.698519
384,BoredApeYachtClub3843,85.5,104.54799999999997,underpriced,Bored,Gray,Death Bot,Vietnam Jacket,Crazy,Halo,,https://lh3.googleusercontent.com/wrnYCOB8iTNadigWMetpuzZIYfk_XGE1DdwwK3SxlKY7Sj7ExVl8Z4EKtY8Uz5K6zaqBrEcoJbh7f3KahjR5NJNVF2Lp8mFh5D9o,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:18.916879
385,BoredApeYachtClub3849,73.12,134.26199999999997,underpriced,Phoneme Vuh,Yellow,Tan,,X Eyes,Army Hat,Gold Hoop,https://lh3.googleusercontent.com/CQBerc6VfGPck9X1bIFrbDvuEWYGSLrFCr33PMahkESNJ8jKIa0EFnPbEJ_UaVmLk_2VqvABEF7pY5vIAjzXePlkvcLy-t5exppS,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:29.030188
386,BoredApeYachtClub3850,95.01,93.03349999999999,overpriced,Grin Diamond Grill,Purple,Pink,Puffy Vest,Bored,Bandana Blue,,https://lh3.googleusercontent.com/b413Z-9PdSoicOLdngHdSeWLtFY6hPmHL1StSqttGsh8nkMbyvviHkO1bUDn_08RYGtheE28kpxe2WMGL6MwRdATQ4e2lKBOFmdc,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:30.779005
387,BoredApeYachtClub3851,125.0,113.7835,overpriced,Bored,Aquamarine,Black,Tanktop,Bored,Party Hat 2,,https://lh3.googleusercontent.com/A_omYp8eG2M73dgKjWGSHdkbj0H3g69XNUyyfDG3AKR9GnEND7qj-PGg5uwvVwoUDWxMjWnAke6382xbF_4xq8YJEiiK4zfEByXhYQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:32.333082
388,BoredApeYachtClub3852,150.0,130.10800000000003,overpriced,Bored,Orange,Gray,Tanktop,Scumbag,,,https://lh3.googleusercontent.com/xiA97e99xxebYjMlkHhsZ-hEY1k3OqHTVmE1eLrNMKp4ErF_jBHDtWoUeoNWRytXnJbBuzncNpLph0YYF1LoMMgcTMGfiJ5sCDwn,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:33.965768
389,BoredApeYachtClub3855,144.0,136.967,overpriced,Grin,Aquamarine,Golden Brown,,Heart,,,https://lh3.googleusercontent.com/MKiZ9rbLgvj0kXupM9QELBTvo-GGoaNXZm0D6ylT5iY8_bi-owpdOukyILsyxdgk8ubyHiBRciAk-oRwS_bvjNwlAsACmoeDtmXM_w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:38.804959
390,BoredApeYachtClub3857,420.69,111.73849999999997,overpriced,Bored Unshaven,Blue,Cheetah,Prison Jumpsuit,Heart,Fez,,https://lh3.googleusercontent.com/paj0i3NrC-csXVgL3kO5ERvSTCKpp-XsbGgOfXq2ZKINobqiaBQ4sPX9FG4pMW8TqT_S45dsMAW0xaJdjQsjWwo9EOwKOrKlN6AOhGE,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:42.256360
391,BoredApeYachtClub3864,73.12,169.03764999999996,underpriced,Bored Bubblegum,Army Green,Noise,Black Holes T,Bored,Fisherman's Hat,,https://lh3.googleusercontent.com/Q3gzDexEARpxPqNyAxJLIQuq3kDeoeRXxFSugI07qHafEwT4ReIT1MyfitJ3-Teu-LT8IP6FDeeZ93WJfTumiXVshkcHMcd4aQZ8mQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:53.432164
392,BoredApeYachtClub3865,179.0,156.219,overpriced,Phoneme L,Orange,Tan,,Sleepy,Bayc Hat Red,Silver Stud,https://lh3.googleusercontent.com/9Aqcy7kWURePQWHvL3uS0g6YWdO0PqIzbzl4qkduCBR3zSLp1DH8vFix9uOkkURp9BZlPasxFMEgkbTDsWI9LDN4UVKl5tWT23mYEQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:03:55.009709
393,BoredApeYachtClub3870,95.01,138.02500000000003,underpriced,Grin Diamond Grill,Army Green,Cream,Biker Vest,Crazy,Fez,,https://lh3.googleusercontent.com/lbQfded11Flu2M85e1q_NRvcr_aPs2dHXh4xkVTu7agZSlc5IV8ipmhXZtMA2bFRTIIiFtRE4dhH6MOMTbM7GpOzpy3WGMo24wRy,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:04:03.428756
394,BoredApeYachtClub3873,84.3,96.75749999999996,underpriced,Bored Unshaven,Blue,Robot,,Sad,Faux Hawk,,https://lh3.googleusercontent.com/Ob-9nZs4b_12RhR0S0JwvQseN6Qz7G28lvSrgYjkkdGsrTZ7p1uGD34632EUBBW6IkAmBeysZXDzfA1PN4M1W0zEG8UsET2QnkoXo-g,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:04:08.224662
395,BoredApeYachtClub3877,111.11,99.49699999999997,overpriced,Bored Unshaven,New Punk Blue,Brown,Bayc T Black,Bored,Beanie,,https://lh3.googleusercontent.com/zn5FUSAgI1Bj2rBv7CR8UjewIjR7DsFxe13ploimqYKY5Cg57yCX-1ZkBdf5eyvTpIhZ-XoBs7vAf3UJIgj9LmYdKTU6P4RvWTFwuVo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:04:14.575673
396,BoredApeYachtClub3878,666.0,491.5525000000001,overpriced,Bored Unshaven,Army Green,Cheetah,Wool Turtleneck,Zombie,Horns,Silver Hoop,https://lh3.googleusercontent.com/eChnozL3doeZ7kLkO6lxOZyQ18c7wNonRJfs44FXScYvINdi2JFlIr780D7DfPgeQ1lpzNL6z5H-7iADh7wYgbhThSNAXbJ8DhBWOg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:04:16.211455
397,BoredApeYachtClub3885,440.0,297.5845,overpriced,Dumbfounded,Aquamarine,Dmt,Striped Tee,Wide Eyed,,Silver Stud,https://lh3.googleusercontent.com/4apE32UXAJv0oRwfxVQgla_MOiSDvlD53yMSNNz7cx-EfmVzuGEulyiMbtNMaOcXRh0wduN4nl7NchNxylYOOj7wdCpPIBgxB7BCkg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:04:28.227471
398,BoredApeYachtClub3886,85.01,101.6635,underpriced,Grin Multicolored,Yellow,Dark Brown,Leather Jacket,Sad,Fisherman's Hat,Silver Hoop,https://lh3.googleusercontent.com/ytr2ta2MnTwNeel4fA9PnLM2tsh_dfLBLeKETVf0SocUGXWSjKRnQKq5XG3GH2JYu3GCGrcBqKuWi1yphVt0msrhnynozWfChY_dVg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:04:31.457890
399,BoredApeYachtClub3890,73.12,84.52099999999999,underpriced,Bored,Orange,Tan,Sleeveless T,Holographic,Bandana Blue,,https://lh3.googleusercontent.com/jLB1tqgVXnFe9XfhU5CSgkzsJ7UsNwapWRQYp2QLVY_sIbclWA1CJ3K6ZMzPPKfg0MJ8WwLFqp85Su5aQLgWRxfaGdWV9iFfyqTI,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:04:43.446859
400,BoredApeYachtClub3895,73.12,75.88799999999999,underpriced,Phoneme Oh,New Punk Blue,Dmt,Bayc T Red,Angry,Fez,,https://lh3.googleusercontent.com/S28m4OR6zUKqcsyVAam30FH56YrS-VOAHAEZBbfr4uDGE40QaDJ1VMDPb9TS3NE_oB04zE2nPUISHo7iMIGmfTQocDcd7bKEoQrkdkc,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:05:01.377934
401,BoredApeYachtClub3896,85.5,84.91149999999999,overpriced,Small Grin,New Punk Blue,Death Bot,Biker Vest,Blindfold,Party Hat 1,,https://lh3.googleusercontent.com/kkKFtNH04-CHDNyIyfHYZ4E8gihOGgg0hIcKMNXO-VxcWSNw0R57BGa83JsS4qz2aSOCjGNWFCi9r_DLkAdPAe2h6CeB-200sMV1,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:05:05.441074
402,BoredApeYachtClub3897,115.01,110.97850000000001,overpriced,Grin,Aquamarine,Tan,Puffy Vest,Laser Eyes,,,https://lh3.googleusercontent.com/VLXiUCs8AKhjFXrvYPcalrbnubR3bbtAPH19UzzzFQNlebfKNxAiNoP4BFTWgDbiuV--GTvNmPbQQmEoNVgtLtgxN99T4zqhc9dvyA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:05:09.039839
403,BoredApeYachtClub39,100.0,112.85695000000001,underpriced,Dumbfounded,Aquamarine,Gray,Leather Jacket,Bloodshot,Fez,,https://lh3.googleusercontent.com/FuZ0NR1yh1jZWumbeCeNiPDFL1YE58nxIj0HzQN9_cgGfvmdIAHCNM5wc_Yo0FKg7qHaRbAfanIQAJ16Ez8997Y_AOomTSxERm14,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 20:30:38.682752
404,BoredApeYachtClub3907,169.69,126.34349999999999,overpriced,Phoneme L,Gray,Dark Brown,Sailor Shirt,Robot,Sea Captain's Hat,Gold Hoop,https://lh3.googleusercontent.com/THILeFNmPLfNHChd59D-YGO424QV4mkiaKUE4Ye3_u8PrylxKB-CPLa7dMP57fPU3H4oxZnoM5D-BXiypNU7A6g7BjcYHEjVLIQcAg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:05:40.493328
405,BoredApeYachtClub391,85.01,93.91450000000002,underpriced,Grin Multicolored,Yellow,Golden Brown,Stunt Jacket,Sad,,Silver Hoop,https://lh3.googleusercontent.com/ok7SVi1qyTqbQxpLWrRYPKHjOp207-LE2JqSnJ3ymqKVk1BiF00gVl-3RqleVSElB50ZXloGciibt2GnwOXQmewPxa4JNPK9hnStCQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 20:40:36.492304
406,BoredApeYachtClub3911,129.0,104.1375,overpriced,Bored,Aquamarine,Blue,,Eyepatch,Stuntman Helmet,,https://lh3.googleusercontent.com/6qCiXObvRGf0SMwfV8eYR5_BDyUWnpTvOBgE3dCfxX38dad5EbKRjSf_r1Y-IYEbvWUhyCL57l3AnSlTZVSba1nH1fPWOYWjfCH11Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:05:53.486310
407,BoredApeYachtClub3913,79.8,100.53409999999997,underpriced,Phoneme Vuh,Aquamarine,Cream,Tanktop,Bored,Spinner Hat,Silver Stud,https://lh3.googleusercontent.com/L2y_osCdg5bQ5mxNd8nXK778sa8T5oGL89chsPi5BbvlEF6WAMpSPo1CQcJDW9pSo5XwzKDuNzgEio8WF3jY0KFI247Hmp8q_GkG,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 17:06:00.129564
